name,rank,lineage
Methylobacterium,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Methylobacteriaceae__119045;g__Methylobacterium__407
Flavobacterium aquatile,species,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Flavobacteriaceae__49546;g__Flavobacterium__237;s__Flavobacterium aquatile__245
Sphingomonas sp. NBRC 101717,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Sphingomonadales__204457;f__Sphingomonadaceae__41297;g__Sphingomonas__13687;s__Sphingomonas sp. NBRC 101717__1113809
Acidovorax sp. JCM 10072,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Comamonadaceae__80864;g__Acidovorax__12916;s__Acidovorax sp. JCM 10072__1775539
Aliifodinibius sp. YIM 95756,species,sk__Bacteria__2;p__Balneolota__1936987;c__Balneolia__1853221;o__Balneolales__1853223;f__Balneolaceae__1813606;g__Fodinibius__1397106;s__Aliifodinibius sp. YIM 95756__1397142
Desulfofundulus,genus,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Peptococcaceae__186807;g__Desulfofundulus__2282741
Lyngbya sp. PCC 8106,species,sk__Bacteria__2;p__Cyanobacteriota__1117;c__Cyanophyceae__3028117;o__Oscillatoriales__1150;f__Oscillatoriaceae__1892254;g__Lyngbya__28073;s__Lyngbya sp. PCC 8106__313612
Dictyoglomales,order,sk__Bacteria__2;p__Dictyoglomota__68297;c__Dictyoglomia__203486;o__Dictyoglomales__203487
Burkholderiales bacterium 1_1_47,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;s__Burkholderiales bacterium 1_1_47__469610
Bacillus longiquaesitum,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Bacillaceae__186817;g__Bacillus__1386;s__Bacillus longiquaesitum__449215
candidate division TM7 single-cell isolate TM7c,species,sk__Bacteria__2;p__Candidatus Saccharibacteria__95818;s__candidate division TM7 single-cell isolate TM7c__447456
Corynebacterium glucuronolyticum,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Mycobacteriales__85007;f__Corynebacteriaceae__1653;g__Corynebacterium__1716;s__Corynebacterium glucuronolyticum__39791
Rickettsia slovaca,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rickettsiales__766;f__Rickettsiaceae__775;g__Rickettsia__780;s__Rickettsia slovaca__35794
Desulfofundulus thermobenzoicus,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Peptococcaceae__186807;g__Desulfofundulus__2282741;s__Desulfofundulus thermobenzoicus__29376
Oscillatoriaceae,family,sk__Bacteria__2;p__Cyanobacteriota__1117;c__Cyanophyceae__3028117;o__Oscillatoriales__1150;f__Oscillatoriaceae__1892254
Streptomyces kanamyceticus,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kitasatosporales__85011;f__Streptomycetaceae__2062;g__Streptomyces__1883;s__Streptomyces kanamyceticus__1967
Pseudonocardia sp. YIM 68245,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Pseudonocardiales__85010;f__Pseudonocardiaceae__2070;g__Pseudonocardia__1847;s__Pseudonocardia sp. YIM 68245__862411
Aminobacterium mobile,species,sk__Bacteria__2;p__Synergistota__508458;c__Synergistia__649775;o__Synergistales__649776;f__Aminobacteriaceae__3029087;g__Aminobacterium__81466;s__Aminobacterium mobile__81467
Moorella,genus,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Moorellales__3039167;f__Moorellaceae__3039168;g__Moorella__44260
Sanguibacter,genus,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Sanguibacteraceae__145360;g__Sanguibacter__60919
Flavihumibacter cheonanensis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Chitinophagia__1853228;o__Chitinophagales__1853229;f__Chitinophagaceae__563835;g__Flavihumibacter__1004301;s__Flavihumibacter cheonanensis__1442385
Methylobacteriaceae,family,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Methylobacteriaceae__119045
Moorellales,order,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Moorellales__3039167
gamma proteobacterium HdN1,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;s__gamma proteobacterium HdN1__83406
Streptomyces scabiei,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kitasatosporales__85011;f__Streptomycetaceae__2062;g__Streptomyces__1883;s__Streptomyces scabiei__1930
Xanthomonas translucens,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Xanthomonadales__135614;f__Xanthomonadaceae__32033;g__Xanthomonas__338;s__Xanthomonas translucens__343
Flavihumibacter,genus,sk__Bacteria__2;p__Bacteroidota__976;c__Chitinophagia__1853228;o__Chitinophagales__1853229;f__Chitinophagaceae__563835;g__Flavihumibacter__1004301
Dictyoglomus turgidum,species,sk__Bacteria__2;p__Dictyoglomota__68297;c__Dictyoglomia__203486;o__Dictyoglomales__203487;f__Dictyoglomaceae__203488;g__Dictyoglomus__13;s__Dictyoglomus turgidum__513050
Mariniphaga anaerophila,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Marinilabiliales__1970189;f__Prolixibacteraceae__1471398;g__Mariniphaga__1573806;s__Mariniphaga anaerophila__1484053
Methylobacterium hispanicum,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Methylobacteriaceae__119045;g__Methylobacterium__407;s__Methylobacterium hispanicum__270350
Thermaerobacter subterraneus,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiales Family XVII. Incertae Sedis__539000;g__Thermaerobacter__73918;s__Thermaerobacter subterraneus__175696
Promicromonospora sp. YIM C656,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Promicromonosporaceae__85017;g__Promicromonospora__43676;s__Promicromonospora sp. YIM C656__470823
Lachnospiraceae bacterium 5_1_63FAA,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;s__Lachnospiraceae bacterium 5_1_63FAA__658089
Clostridiales bacterium 1_7_47FAA,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;s__Clostridiales bacterium 1_7_47FAA__457421
Dictyoglomaceae,family,sk__Bacteria__2;p__Dictyoglomota__68297;c__Dictyoglomia__203486;o__Dictyoglomales__203487;f__Dictyoglomaceae__203488
Candidatus Saccharibacteria,phylum,sk__Bacteria__2;p__Candidatus Saccharibacteria__95818
Phocaeicola plebeius,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656;s__Phocaeicola plebeius__310297
Ralstonia solanacearum,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Burkholderiaceae__119060;g__Ralstonia__48736;s__Ralstonia solanacearum__305
Burkholderia ambifaria,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Burkholderiaceae__119060;g__Burkholderia__32008;s__Burkholderia ambifaria__152480
Dethiosulfovibrionaceae,family,sk__Bacteria__2;p__Synergistota__508458;c__Synergistia__649775;o__Synergistales__649776;f__Dethiosulfovibrionaceae__3029088
[Clostridium] nexile,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Tyzzerella__1506577;s__[Clostridium] nexile__29361
Enterocloster asparagiformis,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Enterocloster__2719313;s__Enterocloster asparagiformis__333367
Pyramidobacter,genus,sk__Bacteria__2;p__Synergistota__508458;c__Synergistia__649775;o__Synergistales__649776;f__Dethiosulfovibrionaceae__3029088;g__Pyramidobacter__638847
Sanguibacter antarcticus,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Sanguibacteraceae__145360;g__Sanguibacter__60919;s__Sanguibacter antarcticus__372484
Paenibacillus agarexedens,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Paenibacillaceae__186822;g__Paenibacillus__44249;s__Paenibacillus agarexedens__171401
Desulfocurvibacter,genus,sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfovibrionia__3031449;o__Desulfovibrionales__213115;f__Desulfovibrionaceae__194924;g__Desulfocurvibacter__2582840
Dictyoglomota,phylum,sk__Bacteria__2;p__Dictyoglomota__68297
Alicyclobacillus pomorum,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Alicyclobacillaceae__186823;g__Alicyclobacillus__29330;s__Alicyclobacillus pomorum__204470
Pseudonocardia saturnea,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Pseudonocardiales__85010;f__Pseudonocardiaceae__2070;g__Pseudonocardia__1847;s__Pseudonocardia saturnea__33909
Streptococcus australis,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300;g__Streptococcus__1301;s__Streptococcus australis__113107
Lysobacter cavernae,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Xanthomonadales__135614;f__Xanthomonadaceae__32033;g__Lysobacter__68;s__Lysobacter cavernae__1685901
Lachnospiraceae bacterium 3_1_57FAA_CT1,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;s__Lachnospiraceae bacterium 3_1_57FAA_CT1__658086
Clostridiales Family XVII. Incertae Sedis,family,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiales Family XVII. Incertae Sedis__539000
Thermaerobacter,genus,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiales Family XVII. Incertae Sedis__539000;g__Thermaerobacter__73918
Actinomadura nitritigenes,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Streptosporangiales__85012;f__Thermomonosporaceae__2012;g__Actinomadura__1988;s__Actinomadura nitritigenes__134602
Promicromonospora,genus,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Promicromonosporaceae__85017;g__Promicromonospora__43676
Lachnospiraceae bacterium 5_1_57FAA,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;s__Lachnospiraceae bacterium 5_1_57FAA__658085
Cellulomonas aerilata,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Cellulomonadaceae__85016;g__Cellulomonas__1707;s__Cellulomonas aerilata__515326
Flavonifractor plautii,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Flavonifractor__946234;s__Flavonifractor plautii__292800
Pyramidobacter piscolens,species,sk__Bacteria__2;p__Synergistota__508458;c__Synergistia__649775;o__Synergistales__649776;f__Dethiosulfovibrionaceae__3029088;g__Pyramidobacter__638847;s__Pyramidobacter piscolens__638849
Klebsiella sp.,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Klebsiella__570;s__Klebsiella sp.__576
Eubacterium sp. 3_1_31,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Eubacteriaceae__186806;g__Eubacterium__1730;s__Eubacterium sp. 3_1_31__457402
Streptomyces violens,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kitasatosporales__85011;f__Streptomycetaceae__2062;g__Streptomyces__1883;s__Streptomyces violens__66377
Alistipes indistinctus,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759;s__Alistipes indistinctus__626932
Butyricicoccus pullicaecorum,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Butyricicoccaceae__3085642;g__Butyricicoccus__580596;s__Butyricicoccus pullicaecorum__501571
Shigella sonnei,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Shigella__620;s__Shigella sonnei__624
Barnesiella intestinihominis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Barnesiellaceae__2005519;g__Barnesiella__397864;s__Barnesiella intestinihominis__487174
Lachnospiraceae bacterium 1_4_56FAA,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;s__Lachnospiraceae bacterium 1_4_56FAA__658655
Lachnospiraceae bacterium 2_1_58FAA,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;s__Lachnospiraceae bacterium 2_1_58FAA__658082
Fusobacterium ulcerans,species,sk__Bacteria__2;p__Fusobacteriota__32066;c__Fusobacteriia__203490;o__Fusobacteriales__203491;f__Fusobacteriaceae__203492;g__Fusobacterium__848;s__Fusobacterium ulcerans__861
Lachnospiraceae bacterium 7_1_58FAA,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;s__Lachnospiraceae bacterium 7_1_58FAA__658087
Anaerostipes hadrus,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Anaerostipes__207244;s__Anaerostipes hadrus__649756
Megamonas rupellensis,species,sk__Bacteria__2;p__Bacillota__1239;c__Negativicutes__909932;o__Selenomonadales__909929;f__Selenomonadaceae__1843491;g__Megamonas__158846;s__Megamonas rupellensis__491921
Porphyromonas bennonis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Porphyromonadaceae__171551;g__Porphyromonas__836;s__Porphyromonas bennonis__501496
Schaalia turicensis,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Actinomycetales__2037;f__Actinomycetaceae__2049;g__Schaalia__2529408;s__Schaalia turicensis__131111
Subdoligranulum sp. 4_3_54A2FAA,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Subdoligranulum__292632;s__Subdoligranulum sp. 4_3_54A2FAA__665956
Coprobacter fastidiosus,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Barnesiellaceae__2005519;g__Coprobacter__1348911;s__Coprobacter fastidiosus__1099853
Streptococcus infantis,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300;g__Streptococcus__1301;s__Streptococcus infantis__68892
Alistipes ihumii,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759;s__Alistipes ihumii__1470347
Erysipelotrichaceae bacterium 5_2_54FAA,species,sk__Bacteria__2;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827;s__Erysipelotrichaceae bacterium 5_2_54FAA__552396
Megamonas funiformis,species,sk__Bacteria__2;p__Bacillota__1239;c__Negativicutes__909932;o__Selenomonadales__909929;f__Selenomonadaceae__1843491;g__Megamonas__158846;s__Megamonas funiformis__437897
Bacteroides finegoldii,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides finegoldii__338188
Erysipelotrichaceae bacterium 3_1_53,species,sk__Bacteria__2;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827;s__Erysipelotrichaceae bacterium 3_1_53__658659
Coprobacter,genus,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Barnesiellaceae__2005519;g__Coprobacter__1348911
Bacteroides faecis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides faecis__674529
Clostridiaceae bacterium JC118,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiaceae__31979;s__Clostridiaceae bacterium JC118__1070699
Peptostreptococcus sp.,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Peptostreptococcales__3082720;f__Peptostreptococcaceae__186804;g__Peptostreptococcus__1257;s__Peptostreptococcus sp.__1262
Coprococcus catus,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Coprococcus__33042;s__Coprococcus catus__116085
Schaalia odontolytica,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Actinomycetales__2037;f__Actinomycetaceae__2049;g__Schaalia__2529408;s__Schaalia odontolytica__1660
Alistipes senegalensis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759;s__Alistipes senegalensis__1288121
Blautia producta,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511;s__Blautia producta__33035
Dialister succinatiphilus,species,sk__Bacteria__2;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977;g__Dialister__39948;s__Dialister succinatiphilus__487173
Holdemania massiliensis,species,sk__Bacteria__2;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827;g__Holdemania__61170;s__Holdemania massiliensis__1468449
Peptoniphilus sp. BV3C26,species,sk__Bacteria__2;p__Bacillota__1239;c__Tissierellia__1737404;o__Tissierellales__1737405;f__Peptoniphilaceae__1570339;g__Peptoniphilus__162289;s__Peptoniphilus sp. BV3C26__1111134
Escherichia sp. TW11588,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Escherichia__561;s__Escherichia sp. TW11588__754333
Porphyromonas somerae,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Porphyromonadaceae__171551;g__Porphyromonas__836;s__Porphyromonas somerae__322095
[Eubacterium] infirmum,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Eubacteriales Family XIII. Incertae Sedis__543314;s__[Eubacterium] infirmum__56774
Erysipelotrichaceae bacterium 2_2_44A,species,sk__Bacteria__2;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827;s__Erysipelotrichaceae bacterium 2_2_44A__457422
Erysipelotrichaceae bacterium 21_3,species,sk__Bacteria__2;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827;s__Erysipelotrichaceae bacterium 21_3__658657
Erysipelotrichaceae bacterium 6_1_45,species,sk__Bacteria__2;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827;s__Erysipelotrichaceae bacterium 6_1_45__469614
[Clostridium] innocuum,species,sk__Bacteria__2;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Coprobacillaceae__2810280;g__Thomasclavelia__3025755;s__[Clostridium] innocuum__1522
